Case_ID,Dice_ET,Dice_TC,Dice_WT
BRATS_288,0.8806373515004786,0.7384145747410126,0.9388366916065495
BRATS_224,0.907491476599391,0.9534736622096572,0.9591005181623575
BRATS_069,0.8397422695577981,0.9449290532682019,0.767593244843089
BRATS_119,0.8629700446144041,0.9425884682009403,0.7238683875658971
BRATS_258,0.90273794955159,0.9301659702685156,0.939332864752259
BRATS_070,0.7365142387732749,0.7942195419259639,0.919855466833207
BRATS_220,0.8000186658578128,0.8602783377771998,0.8875160244490433
BRATS_098,0.9008051797127916,0.9602148180622534,0.9793300120019285
BRATS_295,0.04240282685512368,0.8003414425949638,0.9147948765546686
BRATS_094,0.8753852928225452,0.28578389572420515,0.7498959345081171
BRATS_010,0.8850277842999139,0.9034743422009013,0.8387505802171428
BRATS_285,0.6201481217096457,0.9324917327834429,0.9633941848324739
BRATS_209,0.8525449445951538,0.9416997856688961,0.9385359996998461
BRATS_116,0.9367693691135406,0.9806449868894115,0.9726679679178254
BRATS_133,0.8393808049535604,0.6241028193872471,0.9337176044191174
BRATS_170,0.9012008166937744,0.9518086768417258,0.9521228264199338
BRATS_280,0.6873278236914601,0.09059233449477352,0.9616137437508571
BRATS_106,0.9289979600667615,0.9597769034698971,0.9536350652087382
BRATS_022,0.8768580988426307,0.9401570263349782,0.9484542090387249
BRATS_363,0.9500346294647274,0.9781772414724851,0.9713766736003281
BRATS_238,0.5051962439333193,0.956584037827769,0.9218686157897126
BRATS_055,0.853881045818256,0.9445561247649309,0.9474679248268711
BRATS_251,0.9466608971585172,0.9550917141049968,0.9674349899984613
BRATS_347,0.9569744358465341,0.9747945289031884,0.9769296420760655
BRATS_230,0.9812057441598835,0.9719746868138964,0.9769577632492862
BRATS_183,0.9385331664580726,0.963557539597373,0.96181650893796
BRATS_104,0.9400305160481718,0.9537405221171182,0.965673837741401
BRATS_156,0.9459705957462332,0.9455294245150103,0.962877374841127
